document_id,ticker,company_name,title,source_name,publish_date,url,relevance_status,confidence_tier,main_model_include_flag,company_focus_status,suspect_not_company_focused,company_focus_reason,strict_main_sample_include,title_focus_alias_hits,lead_focus_alias_hits,filter_mode,filter_version
NEWS_PPB_2024_11_28_542e8052de,PPB,PPB Group Berhad,PPB's 3Q net profit falls to RM208.12mil,The Star,2024-11-28,https://www.thestar.com.my/business/business-news/2024/11/28/ppb039s-3q-net-profit-falls-to-rm20812mil,high_confidence_company_news,high,Yes,company_focused,No,lead_alias_with_company_operating_context,Yes,,PPB Group,manual_preserve,manual_preserve_v1
NEWS_PPB_2024_09_06_c0abc7d33f,PPB,PPB Group Berhad,PPB expects uptick in consumer product ops,The Star,2024-09-06,https://www.thestar.com.my/business/business-news/2024/09/06/ppb-expects-uptick-in-consumer-product-ops,high_confidence_company_news,high,Yes,company_focused,No,lead_alias_with_company_operating_context,Yes,,PPB Group,manual_preserve,manual_preserve_v1
NEWS_PPB_2024_08_30_013fe4fff4,PPB,PPB Group Berhad,PPB Group quarterly earnings higher at RM309mil,The Star,2024-08-30,https://www.thestar.com.my/business/business-news/2024/08/30/ppb-group-quarterly-earnings-higher-at-rm309mil,high_confidence_company_news,high,Yes,company_focused,No,title_alias_with_company_operating_context,Yes,PPB Group,PPB Group,manual_preserve,manual_preserve_v1
NEWS_PPB_2024_08_29_3b94579d0a,PPB,PPB Group Berhad,PPB Group 2Q net profit higher at RM308.919mil,The Star,2024-08-29,https://www.thestar.com.my/business/business-news/2024/08/29/ppb-group-2q-net-profit-higher-at-rm308919mil,high_confidence_company_news,high,Yes,company_focused,No,title_alias_with_company_operating_context,Yes,PPB Group,PPB Group,manual_preserve,manual_preserve_v1
NEWS_PPB_2024_08_15_76917e3c4c,PPB,PPB Group Berhad,Softer earnings likely for PPB Group in 1H24,The Star,2024-08-15,https://www.thestar.com.my/business/business-news/2024/08/15/softer-earnings-likely-for-ppb-group-in-1h24,high_confidence_company_news,high,Yes,company_focused,No,title_alias_with_company_operating_context,Yes,PPB Group,PPB Group,manual_preserve,manual_preserve_v1
NEWS_PPB_2024_06_19_90873d2b58,PPB,PPB Group Berhad,Techbond in the spotlight,The Star,2024-06-19,https://www.thestar.com.my/business/business-news/2024/06/19/techbond-in-the-spotlight,low_confidence_company_news,low,Yes,company_focused,No,lead_alias_with_company_operating_context,Yes,,PPB Group,manual_preserve,manual_preserve_v1
NEWS_PPB_2024_06_04_85c6d017d5,PPB,PPB Group Berhad,Brighter prospects for PPB Group on China recovery,The Star,2024-06-04,https://www.thestar.com.my/business/business-news/2024/06/04/brighter-prospects-for-ppb-group-on-china-recovery,high_confidence_company_news,high,Yes,company_focused,No,title_alias_with_company_operating_context,Yes,PPB Group,PPB Group,manual_preserve,manual_preserve_v1
NEWS_PPB_2024_05_30_4398a6b842,PPB,PPB Group Berhad,PPB posts lower net profit of RM337.17mil in 1Q,The Star,2024-05-30,https://www.thestar.com.my/business/business-news/2024/05/30/ppb-posts-lower-net-profit-of-rm33717mil-in-1q,high_confidence_company_news,high,Yes,company_focused,No,lead_alias_with_company_operating_context,Yes,,PPB Group,manual_preserve,manual_preserve_v1
NEWS_PPB_2024_03_07_9a5d462dbc,PPB,PPB Group Berhad,"PPB to spend RM419mil on flour, feed milling unit",The Star,2024-03-07,https://www.thestar.com.my/business/business-news/2024/03/07/ppb-to-spend-rm419mil-on-flour-feed-milling-unit,high_confidence_company_news,high,Yes,company_focused,No,lead_alias_with_company_operating_context,Yes,,PPB Group,manual_preserve,manual_preserve_v1
NEWS_SPRITZER_2025_12_05_51db7c5d1a,SPRITZER,SPRITZER,Opportunity for investors to profit from Spritzer,The Star,2025-12-05,https://www.thestar.com.my/business/business-news/2025/12/05/opportunity-for-investors-to-profit-from-spritzer,high_confidence_company_news,high,Yes,company_focused,No,title_alias_with_company_operating_context,Yes,Spritzer,Spritzer Bhd|Spritzer,manual_preserve,manual_preserve_v1
NEWS_SPRITZER_2025_08_29_069113b9dc,SPRITZER,SPRITZER,Strong 2Q25 performance positions Spritzer for gains,The Star,2025-08-29,https://www.thestar.com.my/business/business-news/2025/08/29/strong-2q25-performance-positions-spritzer-for-gains,high_confidence_company_news,high,Yes,company_focused,No,title_alias_with_company_operating_context,Yes,Spritzer,Spritzer Bhd|Spritzer,manual_preserve,manual_preserve_v1
